Date,Site,Depth,CO2,CH4,N2O
2021-08-30,AL5,0,13.397523740736046,0.0039198023757687,0
2021-08-30,AL6,0,11.944590625278627,0.0035781456269966387,0
2021-09-01,AL1,0,14.145373318406275,0.0012929528066990712,0
2021-09-01,AL2,0,14.723789926319958,0.0013346327848905186,0
2021-09-01,AL2,1,NA,NA,NA
2021-09-01,AL3,0,13.432634735821045,0.0012409105847393323,0
2021-09-01,AL3,1,13.470498006277143,0.001243678879780352,0
2021-09-06,AL1,0,14.600964683393915,0.0011055310752375984,0
2021-09-06,AL2,0,14.850611583333855,0.0011203948199085742,0
2021-09-06,AL2,1,14.893524873233426,0.0011229571219900105,0
2021-09-06,AL3,0,13.65289784540896,0.0010479601870023352,0
2021-09-06,AL3,1,13.65289784540896,0.0010479601870023352,0
2021-09-10,AL5,0,13.840021191310749,0.0014652720118523454,0
2021-09-10,AL6,0,14.16923382255269,0.0014929616508076104,0
2021-09-13,AL5,0,14.390777698408325,0.0014085719574410457,0
2021-09-16,AL2,0,NA,NA,NA
2021-09-16,AL2,1,NA,NA,NA
2021-09-16,AL3,0,14.938842866939435,0.0016846301264409503,0
2021-09-16,AL3,1,15.02612165996015,0.001692417211704589,0
2021-09-23,AL2,0,NA,NA,NA
2021-09-23,AL2,1,NA,NA,NA
2021-09-23,AL3,0,NA,NA,NA
2021-09-23,AL3,1,NA,NA,NA
2021-10-28,AL,0,NA,NA,NA
2021-10-28,AL1,0,NA,NA,NA
2021-10-28,AL2,0,NA,NA,NA
2021-10-28,AL3,0,NA,NA,NA
